No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (¡ãC),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase,Climate
2367,209,Liang et al. 2010,108.76,35.3,7.0,580.0,Forest,,30.0,3.4,0.3386,-0.3001,,0.0068,-0.3895,,,,,,,,Temperate
2368,209,Liang et al. 2010,108.72,35.28,7.0,580.0,Forest,,30.0,3.4,0.2278,-0.2513,,-0.1635,-0.5436,,,,,,,,Temperate
2369,209,Liang et al. 2010,108.7,35.29,7.0,580.0,Forest,,30.0,3.4,0.4094,-0.0637,,0.0203,-0.5436,,,,,,,,Temperate
2370,209,Liang et al. 2010,108.75,35.3,7.0,580.0,Forest,,30.0,3.4,0.8925,0.5034,,0.3681,-0.4383,,,,,,,,Temperate
2371,210,Liang et al. 2010,108.76,35.29,7.0,580.0,Non-forest,,5.0,5.36,0.4623,0.4736,,0.5611,-0.1088,,,,,,,,Temperate
2372,210,Liang et al. 2010,108.76,35.29,7.0,580.0,Non-forest,,15.0,4.36,0.3521,0.0887,,-0.0109,-0.6794,,,,,,,,Temperate
2373,210,Liang et al. 2010,108.76,35.29,7.0,580.0,Non-forest,,30.0,3.4,0.0404,-0.146,,-0.2475,-0.5436,,,,,,,,Temperate
2374,211,Liang et al. 2010,108.72,35.29,7.0,580.0,Non-forest,,5.0,5.36,1.3419,1.202,,1.0045,-0.2582,,,,,,,,Temperate
2375,211,Liang et al. 2010,108.72,35.29,7.0,580.0,Non-forest,,15.0,4.36,0.8837,0.7034,,0.6657,-0.3069,,,,,,,,Temperate
2376,211,Liang et al. 2010,108.72,35.29,7.0,580.0,Non-forest,,30.0,3.4,0.7077,0.4418,,0.3393,-0.5436,,,,,,,,Temperate
2377,212,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,7.0,10.0,3.34,0.3003,0.0731,-0.0065,,,,,,,,,,Temperate
2378,212,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,7.0,30.0,2.66,0.2126,0.0046,-0.0239,,,,,,,,,,Temperate
2379,212,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,7.0,50.0,2.52,0.1974,0.03,0.0366,,,,,,,,,,Temperate
2380,213,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,20.0,10.0,3.34,0.4272,0.1737,-0.0879,,,,,,,,,,Temperate
2381,213,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,20.0,30.0,2.66,0.5101,0.2631,-0.1102,,,,,,,,,,Temperate
2382,213,Zhao et al. 2013b,118.3,37.25,8.6,505.0,Non-forest,20.0,50.0,2.52,0.5179,0.3336,-0.0486,,,,,,,,,,Temperate
2383,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,10.0,5.0,21.33,0.245,0.3084,-0.2796,,-0.669,,,,,,,,Temperate
2384,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,20.0,5.0,21.33,0.269,0.3593,-0.4947,,-0.7178,,,,,,,,Temperate
2385,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,30.0,5.0,21.33,-0.0351,0.2796,-0.3463,,0.1366,,,,,,,,Temperate
2386,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,10.0,15.0,20.96,0.2022,0.2678,-0.1769,,-0.2231,,,,,,,,Temperate
2387,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,20.0,15.0,20.96,0.2578,0.3314,-0.4329,,-0.5108,,,,,,,,Temperate
2388,214,Jin et al. 2014b,108.1,35.26,9.7,561.0,Forest,30.0,15.0,20.96,-0.0435,0.1823,-0.2787,,0.7419,,,,,,,,Temperate
2389,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,10.0,5.0,7.89,0.2858,0.2513,,,,,,,,,,,Temperate
2390,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,20.0,5.0,7.89,0.3077,0.2605,,,,,,,,,,,Temperate
2391,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,30.0,5.0,7.89,0.3344,0.2605,,,,,,,,,,,Temperate
2392,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,10.0,15.0,7.83,-0.2902,-0.2612,,,,,,,,,,,Temperate
2393,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,20.0,15.0,7.83,-0.3368,-0.307,,,,,,,,,,,Temperate
2394,214,Zhang et al. 2018f,108.08,35.07,9.7,579.0,Forest,30.0,15.0,7.83,-0.1868,-0.3228,,,,,,,,,,,Temperate
2395,214,Ge2018,108.09,35.04,9.7,561.0,Forest,10.0,5.0,11.56,0.7216,0.6127,,,,,,,,,,,Temperate
2396,214,Ge2018,108.09,35.04,9.7,561.0,Forest,20.0,5.0,11.56,0.6026,0.567,,,,,,,,,,,Temperate
2397,214,Ge2018,108.09,35.04,9.7,561.0,Forest,30.0,5.0,11.56,0.8279,0.7236,,,,,,,,,,,Temperate
2398,214,Ge2018,108.09,35.04,9.7,561.0,Forest,10.0,15.0,11.56,0.9163,0.7959,,,,,,,,,,,Temperate
2399,214,Ge2018,108.09,35.04,9.7,561.0,Forest,20.0,15.0,4.44,1.0207,0.8008,,,,,,,,,,,Temperate
2400,214,Ge2018,108.09,35.04,9.7,561.0,Forest,30.0,15.0,4.44,0.9163,0.8008,,,,,,,,,,,Temperate
2401,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,5.0,5.0,21.33,0.1096,0.193,-0.0247,,-0.2796,,,,,,,,Temperate
2402,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,10.0,5.0,21.33,0.0566,0.803,-0.2478,,-0.4947,,,,,,,,Temperate
2403,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,15.0,5.0,21.33,0.2626,0.0686,-0.3463,,-1.1486,,,,,,,,Temperate
2404,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,20.0,5.0,21.33,0.3381,0.1327,-0.3814,,-1.411,,,,,,,,Temperate
2405,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,5.0,15.0,20.96,0.0604,0.2624,0.078,,0.3365,,,,,,,,Temperate
2406,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,10.0,15.0,20.96,-0.0552,0.429,-0.1144,,0.0488,,,,,,,,Temperate
2407,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,15.0,15.0,20.96,0.1943,0.1398,-0.3151,,-0.5978,,,,,,,,Temperate
2408,215,Jin et al. 2014b,108.1,35.26,9.7,561.0,Non-forest,20.0,15.0,20.96,0.2523,0.0953,-0.3528,,-0.7985,,,,,,,,Temperate
2409,216,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,10.0,1.05,-0.0554,0.0,-0.0183,-0.0969,0.3384,,,,0.9383,0.0226,-0.1155,1.8971,Temperate
2410,216,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,35.0,0.5,-0.6307,-0.4811,-0.0412,-0.1176,-0.7251,,,,0.4463,-0.1747,-0.6751,0.7221,Temperate
2411,216,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,,0.22,-0.2511,-0.4764,0.1775,-0.0385,0.0,,,,-0.693,-0.2607,-0.5534,-0.069,Temperate
2412,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,10.0,1.05,0.0953,0.6308,0.2122,0.1351,-1.0178,,,,1.0736,-0.2601,0.3102,2.026,Temperate
2413,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,35.0,0.5,-0.6006,0.9541,0.332,0.2265,-1.5461,,,,-0.0646,-0.27,-0.3964,1.0788,Temperate
2414,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,,0.22,0.2306,1.4352,0.6577,0.234,-1.178,,,,-0.3565,-0.2089,-0.1924,0.0645,Temperate
2415,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,10.0,1.05,0.1887,0.2668,0.1516,0.1237,-0.0302,,,,0.9598,-0.1839,0.0357,2.0795,Temperate
2416,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,35.0,0.5,0.7328,-0.0884,0.1233,0.0313,-0.032,,,,0.2719,-0.1931,-0.8718,1.0986,Temperate
2417,217,Hu 2010,109.33,38.05,8.6,390.0,Forest,9.0,,0.22,1.4046,0.0,-0.0571,0.1566,-0.0636,,,,-0.3565,-0.3154,,1.4664,Temperate
2418,218,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,10.0,1.05,0.2742,0.6931,0.0952,0.6663,0.2537,,,,0.6458,0.0946,0.9831,2.5191,Temperate
2419,218,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,35.0,0.5,0.9292,1.0328,0.01,0.5846,-0.3197,,,,0.4054,-0.2801,0.5674,2.072,Temperate
2420,218,Hu 2010,109.33,38.05,8.6,390.0,Non-forest,9.0,,0.22,1.5163,1.4518,0.3482,0.3062,-0.4116,,,,0.742,0.1304,0.3001,0.1252,Temperate
2421,219,Li et al. 2017a,108.73,34.9,10.4,540.0,Forest,6.0,10.0,8.35,0.0671,-0.1259,-0.0211,,,,,,,,,,Subtropical
2422,219,Li et al. 2017a,108.73,34.9,10.4,540.0,Forest,15.0,10.0,8.35,0.0274,-0.1382,0.08,,,,,,,,,,Subtropical
2423,219,Li et al. 2019,108.73,34.9,10.4,540.0,Forest,29.0,10.0,8.35,0.0274,-0.1018,0.0206,,,,,,,,,,Subtropical
2424,219,Li et al. 2019,108.73,34.9,10.4,540.0,Forest,40.0,10.0,8.35,0.0928,-0.0553,0.1542,,,,,,,,,,Subtropical
2425,219,Li et al. 2019,108.73,34.9,10.4,540.0,Forest,56.0,10.0,8.35,0.0671,-0.1259,-0.0211,,,,,,,,,,Subtropical
2426,220,Li et al. 2017a,108.73,34.9,10.4,540.0,Non-forest,6.0,10.0,8.35,0.1239,-0.1138,0.2397,,,,,,,,,,Subtropical
2427,220,Li et al. 2017a,108.73,34.9,10.4,540.0,Non-forest,15.0,10.0,8.35,0.1777,-0.1018,0.1892,,,,,,,,,,Subtropical
2428,221,Zhang et al. 2017b,110.35,37.59,10.2,513.1,Forest,,5.0,0.5,-0.1278,-0.0667,-0.1607,,,,,,,,,,Temperate
2429,221,Zhang et al. 2017b,110.35,37.59,10.2,513.1,Forest,,15.0,0.71,-0.0432,-0.069,-0.1292,,,,,,,,,,Temperate
2430,221,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Forest,30.0,10.0,2.88,0.492,0.7309,,,,,,,,,,,Temperate
2431,221,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Forest,30.0,30.0,2.56,0.2136,0.3943,,,,,,,,,,,Temperate
2432,221,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Forest,30.0,50.0,2.71,0.0179,0.4971,,,,,,,,,,,Temperate
2433,221,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Forest,30.0,70.0,2.41,0.1411,0.2689,,,,,,,,,,,Temperate
2434,221,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Forest,30.0,90.0,2.27,0.2632,0.6023,,,,,,,,,,,Temperate
2435,222,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,10.0,2.88,0.3941,0.737,,,,,,,,,,,Temperate
2436,222,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,30.0,2.56,0.2136,0.5073,,,,,,,,,,,Temperate
2437,222,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,50.0,2.71,0.0,0.55,,,,,,,,,,,Temperate
2438,222,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,70.0,2.41,0.0396,0.2826,,,,,,,,,,,Temperate
2439,222,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,90.0,2.27,0.0726,0.361,,,,,,,,,,,Temperate
2440,223,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,10.0,2.88,0.3941,0.7494,,,,,,,,,,,Temperate
2441,223,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,30.0,2.56,0.1981,0.3943,,,,,,,,,,,Temperate
2442,223,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,50.0,2.71,0.0696,0.682,,,,,,,,,,,Temperate
2443,223,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,70.0,2.41,0.1498,0.3616,,,,,,,,,,,Temperate
2444,223,Zhang et al. 2018e,110.36,37.59,10.2,513.1,Non-forest,20.0,90.0,2.27,0.2123,0.5904,,,,,,,,,,,Temperate
2445,224,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,3.0,10.0,3.6,-0.2162,,,,,,,,,,,,Temperate
2446,224,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,15.0,10.0,3.6,0.1054,,,,,,,,,,,,Temperate
2447,224,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,20.0,10.0,3.6,0.2487,,,,,,,,,,,,Temperate
2448,224,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,30.0,10.0,3.6,0.6162,,,,,,,,,,,,Temperate
2449,225,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,3.0,10.0,3.6,-0.0921,,,,,,,,,,,,Temperate
2450,225,Li et al. 2017c,109.27,36.81,8.8,507.0,Non-forest,20.0,10.0,3.6,0.4537,,,,,,,,,,,,Temperate
2451,226,Li et al. 2017c,109.27,36.81,8.8,507.0,Forest,13.0,10.0,3.6,0.5053,,,,,,,,,,,,Temperate
2452,227,Li et al. 2017c,111.01,39.43,7.5,400.0,Forest,13.0,10.0,3.42,0.3469,,,,,,,,,,,,Temperate
2453,228,Li et al. 2017c,111.01,39.43,7.5,400.0,Non-forest,1.0,10.0,3.42,-0.2541,,,,,,,,,,,,Temperate
2454,228,Li et al. 2017c,111.01,39.43,7.5,400.0,Non-forest,15.0,10.0,3.42,0.0975,,,,,,,,,,,,Temperate
2455,228,Li et al. 2017c,111.01,39.43,7.5,400.0,Non-forest,30.0,10.0,3.42,0.5263,,,,,,,,,,,,Temperate
2456,229,Li et al. 2017c,111.01,39.43,7.5,400.0,Non-forest,20.0,10.0,3.42,0.3874,,,,,,,,,,,,Temperate
2457,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,25.0,10.0,7.22,0.6658,0.6265,0.1139,,-0.8229,,,,,,,,Subtropical
2458,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,23.0,10.0,7.22,0.3736,0.3426,0.2162,,-1.1637,,,,,,,,Subtropical
2459,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,25.0,10.0,7.22,0.1526,0.2549,0.0984,,-1.6619,,,,,,,,Subtropical
2460,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,23.0,10.0,7.22,0.3247,0.3194,-0.1286,,-1.7219,,,,,,,,Subtropical
2461,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,25.0,10.0,7.22,0.6543,0.1679,-0.1484,,-1.3686,,,,,,,,Subtropical
2462,230,Liu et al. 2018c,108.13,34.82,10.8,605.0,Forest,25.0,10.0,7.22,-0.1253,0.451,-0.3716,,-1.5884,,,,,,,,Subtropical
2463,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,10.0,5.0,8.76,0.4921,0.4974,,,,,,,,,,,Subtropical
2464,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,20.0,5.0,8.76,0.9915,0.9074,,,,,,,,,,,Subtropical
2465,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,30.0,5.0,8.76,1.1648,1.0296,,,,,,,,,,,Subtropical
2466,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,10.0,15.0,8.7,0.0831,0.2351,,,,,,,,,,,Subtropical
2467,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,20.0,15.0,8.7,0.1542,0.254,,,,,,,,,,,Subtropical
2468,230,Zhang et al. 2018f,108.15,34.8,10.8,602.0,Forest,30.0,15.0,8.7,0.2043,0.2446,,,,,,,,,,,Subtropical
2469,230,Liu et al. 2018b,108.13,34.82,10.8,605.0,Forest,5.0,10.0,7.22,0.1236,0.1402,-0.0902,,-0.5951,,,,,,,,Subtropical
2470,230,Liu et al. 2018b,108.13,34.82,10.8,605.0,Forest,15.0,10.0,7.22,0.3514,0.3727,0.0,,-0.7591,,,,,,,,Subtropical
2471,230,Liu et al. 2018b,108.13,34.82,10.8,605.0,Forest,25.0,10.0,7.22,0.6651,0.6265,0.1139,,-0.8229,,,,,,,,Subtropical
2472,230,Liu et al. 2018b,108.13,34.82,10.8,605.0,Forest,35.0,10.0,7.22,0.7755,0.7557,0.1881,,-0.9531,,,,,,,,Subtropical
2473,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,8.0,5.0,6.05,0.0341,0.0663,0.2007,0.0042,0.0689,,,,,,,,Subtropical
2474,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,13.0,5.0,6.05,0.8733,0.1555,0.3416,0.0215,0.197,,,,,,,,Subtropical
2475,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,18.0,5.0,6.05,0.9484,0.3813,1.0479,0.0323,0.2731,,,,,,,,Subtropical
2476,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,8.0,5.0,6.68,0.0173,0.0504,0.121,0.0041,0.0341,,,,,,,,Subtropical
2477,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,13.0,5.0,6.68,0.8248,0.3381,0.4965,0.0243,0.225,,,,,,,,Subtropical
2478,231,Yang et al. 2018b,108.13,34.73,10.8,602.0,Non-forest,18.0,5.0,6.68,0.9076,0.5143,1.1721,0.0451,0.2718,,,,,,,,Subtropical
2479,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,10.0,5.0,11.02,0.5306,0.5486,,,,,,,,,,,Temperate
2480,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,20.0,5.0,11.02,0.6335,0.5596,,,,,,,,,,,Temperate
2481,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,30.0,5.0,11.02,0.8074,0.7447,,,,,,,,,,,Temperate
2482,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,10.0,15.0,5.28,0.6709,0.6745,,,,,,,,,,,Temperate
2483,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,20.0,15.0,5.28,0.6876,0.6745,,,,,,,,,,,Temperate
2484,232,Zhang et al. 2018f,109.14,35.89,9.0,577.0,Forest,30.0,15.0,5.28,0.7723,0.6838,,,,,,,,,,,Temperate
2485,233,Zhang et al. 2018d,108.53,35.77,7.0,500.0,Forest,15.0,5.0,12.65,0.4944,0.5661,0.0476,,0.5722,0.821,0.7012,0.1447,0.6725,0.2594,0.2189,0.6388,Temperate
2486,233,Zhang et al. 2018d,108.53,35.77,7.0,500.0,Forest,25.0,5.0,12.65,0.6696,0.7644,0.0969,,0.3834,1.0616,0.9163,0.3318,0.7934,0.0658,0.3344,0.7561,Temperate
2487,233,Zhang et al. 2018d,108.53,35.77,7.0,500.0,Forest,30.0,5.0,12.65,0.844,0.9608,0.246,,0.5608,1.2759,1.0433,0.4163,0.8957,0.0658,0.3395,0.7713,Temperate
2488,233,Zhang et al. 2018d,108.53,35.77,7.0,500.0,Forest,45.0,5.0,12.65,1.055,1.0321,0.1667,,0.7606,1.7292,1.5833,0.8589,0.8502,0.2743,0.2016,0.8883,Temperate
2489,233,Zhang et al. 2018d,108.53,35.77,7.0,500.0,Forest,70.0,5.0,12.65,1.2854,1.2657,-0.1121,,0.7045,1.8788,1.7251,0.9829,0.8929,0.4436,0.4031,1.0226,Temperate
2490,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,40.0,5.0,2.83,1.4756,1.1982,0.3261,,,1.4238,,,,,,,Temperate
2491,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,25.0,5.0,2.83,1.2854,0.9726,0.2662,,,1.2498,,,,,,,Temperate
2492,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,10.0,5.0,2.83,0.6881,0.5595,0.1745,,,0.6515,,,,,,,Temperate
2493,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,40.0,5.0,2.83,1.1252,0.8215,0.2727,,,1.3366,,,,,,,Temperate
2494,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,25.0,5.0,2.83,0.7082,0.5026,0.0,,,0.9285,,,,,,,Temperate
2495,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,10.0,5.0,2.83,0.2877,0.2672,0.0416,,,0.6673,,,,,,,Temperate
2496,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,40.0,5.0,2.83,1.204,0.8072,0.2026,,,1.1896,,,,,,,Temperate
2497,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,25.0,5.0,2.83,1.0574,0.656,0.1886,,,0.9834,,,,,,,Temperate
2498,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,10.0,5.0,2.83,0.6624,0.3836,0.153,,,0.4902,,,,,,,Temperate
2499,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,40.0,5.0,2.83,0.902,0.5686,0.1745,,,1.006,,,,,,,Temperate
2500,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,25.0,5.0,2.83,0.6089,0.3836,0.1493,,,0.8222,,,,,,,Temperate
2501,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,10.0,5.0,2.83,0.2412,0.2547,0.0852,,,0.4055,,,,,,,Temperate
2502,236,Cui et al. 2019,108.07,34.3,12.9,735.1,Non-forest,5.0,10.0,11.74,-0.579,-0.4986,-0.2908,,-1.738,,,,,-0.9436,,-0.7205,Subtropical
2503,237,Cui et al. 2019,108.07,34.3,12.9,735.1,Forest,15.0,10.0,11.74,0.0981,0.6516,-0.4101,,-1.049,,,,,-0.2428,,0.8258,Subtropical
2504,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,10.0,5.0,9.05,0.4636,0.3228,,,,,,,,,,,Subtropical
2505,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,20.0,5.0,9.05,1.0726,0.8715,,,,,,,,,,,Subtropical
2506,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,30.0,5.0,9.05,1.077,0.9067,,,,,,,,,,,Subtropical
2507,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,10.0,15.0,8.24,0.0615,0.0,,,,,,,,,,,Subtropical
2508,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,20.0,15.0,8.24,0.2316,0.1118,,,,,,,,,,,Subtropical
2509,238,Zhang et al. 2018f,107.93,34.56,12.4,600.0,Forest,30.0,15.0,8.24,0.4513,0.3577,,,,,,,,,,,Subtropical
2510,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,10.0,5.0,4.9,0.4461,0.47,,,,,,,,,,,Temperate
2511,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,20.0,5.0,4.9,0.9477,0.8671,,,,,,,,,,,Temperate
2512,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,30.0,5.0,4.9,1.0522,0.9933,,,,,,,,,,,Temperate
2513,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,10.0,15.0,4.13,0.3072,0.3118,,,,,,,,,,,Temperate
2514,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,20.0,15.0,4.13,0.4259,0.4136,,,,,,,,,,,Temperate
2515,239,Zhang et al. 2018f,109.68,36.61,7.0,550.0,Forest,30.0,15.0,4.13,0.444,0.4136,,,,,,,,,,,Temperate
2516,240,Li and Bu 2018,109.77,38.2,10.0,412.4,Non-forest,2.0,10.0,2.58,-0.6731,-0.1759,-0.0896,-1.0279,-0.6825,,,,,0.6412,,,Temperate
2517,240,Li and Bu 2018,109.77,38.2,10.0,412.4,Non-forest,4.0,10.0,2.58,-0.4043,-0.3895,-0.0896,-0.7745,-1.3428,,,,,1.1085,,,Temperate
2518,240,Li and Bu 2018,109.77,38.2,10.0,412.4,Non-forest,6.0,10.0,2.58,-0.278,-0.2985,-0.0588,-0.6796,-1.1844,,,,,0.3282,,,Temperate
2519,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,13.0,2.5,0.21,1.0988,,,,,,,,,,,,Temperate
2520,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,13.0,7.5,0.18,0.1542,,,,,,,,,,,,Temperate
2521,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,13.0,15.0,0.12,0.4055,,,,,,,,,,,,Temperate
2522,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,13.0,30.0,0.09,0.0,,,,,,,,,,,,Temperate
2523,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,24.0,2.5,0.21,2.0432,,,,,,,,,,,,Temperate
2524,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,24.0,7.5,0.18,1.7347,,,,,,,,,,,,Temperate
2525,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,24.0,15.0,0.12,2.1691,,,,,,,,,,,,Temperate
2526,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,24.0,30.0,0.09,2.2688,,,,,,,,,,,,Temperate
2527,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,32.0,2.5,,,,,,,,,,,,,,Temperate
2528,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,32.0,7.5,,,,,,,,,,,,,,Temperate
2529,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,32.0,15.0,0.12,2.9705,,,,,,,,,,,,Temperate
2530,241,He et al. 2016,109.18,36.65,8.8,513.0,Non-forest,32.0,30.0,0.09,2.2688,,,,,,,,,,,,Temperate
2531,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,6.0,5.0,7.52,0.119,0.0749,0.029,,,,,,,,,,Temperate
2532,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,10.0,5.0,7.42,0.3376,0.3109,0.0896,,,,,,,,,,Temperate
2533,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,15.0,5.0,6.85,0.4271,0.5164,0.2839,,,,,,,,,,Temperate
2534,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,6.0,15.0,6.29,0.2292,0.0637,0.1737,,,,,,,,,,Temperate
2535,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,10.0,15.0,6.66,0.1174,0.0732,0.1442,,,,,,,,,,Temperate
2536,242,Zhang and Shao 2018,108.1,35.25,9.7,579.0,Non-forest,15.0,15.0,6.4,0.1914,0.1206,0.121,,,,,,,,,,Temperate
2537,243,Zhao et al. 2019a,109.17,36.93,8.8,510.0,Non-forest,20.0,10.0,3.19,0.2387,0.47,,,,,,,,,,,Temperate
2538,243,Zhao et al. 2019a,109.17,36.93,8.8,510.0,Non-forest,30.0,10.0,3.19,0.7773,1.4231,,,,,,,,,,,Temperate
