No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
139,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,9,10,5.48,0.3721,0.6604,NA,NA,0.0785,0.9496,0.7027,NA,0.1823,0.0776,0.1942,NA
140,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,15,10,5.48,0.4224,0.7481,NA,NA,0.076,1.2959,1.0255,NA,0.3097,0.152,0.3375,NA
141,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,21,10,5.48,0.6503,0.8073,NA,NA,0.0645,1.4493,1.1668,NA,0.4884,0.2305,0.4201,NA
142,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,25,10,5.48,0.7412,0.7781,NA,NA,0.0569,NA,1.2078,NA,0.5586,0.2634,0.4354,NA
143,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,3,30,4.15,0.5811,0.8403,NA,NA,0.4013,0.791,0.7895,NA,0.2994,0.2691,0.44,NA
144,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,5,30,4.15,0.4997,0.7751,NA,NA,0.3857,0.6543,0.6695,NA,0.0275,0.2268,0.3957,NA
145,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,9,30,4.15,0.5011,0.9015,NA,NA,0.2895,0.4062,0.4016,NA,-0.4764,0.1555,0.2986,NA
146,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,15,30,4.15,0.5468,0.8297,NA,NA,0.1061,0.7317,0.7276,NA,0.2834,0.206,0.4132,NA
147,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,21,30,4.15,0.5838,0.9308,NA,NA,0.2934,0.8962,0.8611,NA,0.4603,0.3297,0.5213,NA
148,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,25,30,4.15,0.6284,0.9869,NA,NA,0.2666,0.994,0.9671,NA,0.0481,0.3502,0.5351,NA
149,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,3,50,3.76,0.442,1.0398,NA,NA,0.3554,0.4665,0.3923,NA,-0.0183,0.2434,0.3596,NA
150,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,5,50,3.76,0.409,0.9664,NA,NA,0.2368,0.5229,0.3207,NA,-0.1901,0.0949,0.3323,NA
151,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,9,50,3.76,0.3433,0.9985,NA,NA,0.2487,0.1494,0.0684,NA,-1.1709,0.0282,0.2308,NA
152,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,15,50,3.76,0.459,1.0296,NA,NA,0.17,0.439,0.2863,NA,-0.437,0.2218,0.382,NA
153,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,21,50,3.76,0.4855,1.0794,NA,NA,0.3371,0.5907,0.4592,NA,0.033,0.3575,0.4463,NA
154,21,Jiang 2007,104.42,36.03,6.2,320,Non-forest,25,50,3.76,0.535,1.0986,NA,NA,0.3263,0.7083,0.5438,NA,0.2562,0.3708,0.4708,NA
155,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,4,10,4.89,-0.8948,-1.04,-0.3253,NA,-0.4865,-1.6037,NA,NA,NA,NA,NA,NA
156,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,10,10,4.89,-0.5675,-0.7325,-0.3059,NA,-0.9325,-0.4818,NA,NA,NA,NA,NA,NA
157,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,11,10,4.89,-0.6111,-0.7931,-0.3654,NA,-1.1106,-0.3266,NA,NA,NA,NA,NA,NA
158,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,14,10,4.89,-0.5808,-0.648,-0.3253,NA,-1.1855,-0.4183,NA,NA,NA,NA,NA,NA
159,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,20,10,4.89,-0.2914,-0.4747,-0.3059,NA,-1.6047,-0.4399,NA,NA,NA,NA,NA,NA
160,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,20,10,4.89,-0.2671,-0.2501,-0.1222,NA,-1.011,-0.4421,NA,NA,NA,NA,NA,NA
161,22,Liu 2009b,104.42,36.03,6.2,320,Non-forest,20,10,4.89,0.034,-0.2463,-0.1593,NA,-1.1973,-0.3803,NA,NA,NA,NA,NA,NA
162,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,5,6.05,0.183,0.1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,15,5.6,0.0902,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,30,3.89,0.0268,0.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,50,4.57,0.0885,-0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,70,3.15,0.0084,-0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,23,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,6,90,2.78,0.0282,-0.0741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,5,6.05,0.2767,0.2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,15,5.6,-0.0095,-0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,30,3.89,-0.0346,-0.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,50,4.57,-0.1294,-0.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,70,3.15,0.1335,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,24,Zhang et al. 2014a,103.78,36.22,8.4,263,Non-forest,9,90,2.78,0.0822,0.0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,25,10,6.32,0.6414,0.47,0.07,NA,-0.8775,NA,NA,NA,NA,NA,NA,NA
175,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,25,10,6.32,0.9646,0.5878,0.1226,NA,1.7563,NA,NA,NA,NA,NA,NA,NA
176,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,8,10,6.32,0.6793,0.5306,-0.0597,NA,0.1921,NA,NA,NA,NA,NA,NA,NA
177,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,25,30,4.93,0.6633,0.3677,-0.058,NA,-1.123,NA,NA,NA,NA,NA,NA,NA
178,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,25,30,4.93,0.8355,0.3677,-0.058,NA,1.3248,NA,NA,NA,NA,NA,NA,NA
179,25,Gong et al. 2005,104.65,35.57,6.4,427,Non-forest,8,30,4.93,0.7278,0.2877,-0.0286,NA,0.0262,NA,NA,NA,NA,NA,NA,NA
180,26,Gong et al. 2005,104.65,35.57,6.4,427,Forest,25,10,6.32,0.7158,0.4055,0.0426,NA,0.8682,NA,NA,NA,NA,NA,NA,NA
181,26,Gong et al. 2005,104.65,35.57,6.4,427,Forest,25,30,4.93,0.6633,0.4418,-0.0432,NA,0.6155,NA,NA,NA,NA,NA,NA,NA
182,27,Cai et al. 2012,104.75,35.47,6.4,390.9,Forest,6,35,3.9,0.251,0.2069,0.0094,-0.5338,0.0405,NA,NA,NA,NA,NA,NA,NA
183,28,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6,35,3.9,0.0985,0.0171,0.0694,-0.812,-0.3665,NA,NA,NA,NA,NA,NA,NA
184,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,3,2.5,2.49,0.1559,0.1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,5,2.5,2.49,0.3319,0.2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,8,2.5,2.49,0.5276,0.4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,3,7.5,2.53,0.0311,0.0408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,5,7.5,2.53,0.1365,0.1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,8,7.5,2.53,0.2192,0.2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,3,15,2.46,0.0241,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,5,15,2.46,0.0476,0.0426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,28,Gao et al. 2009,104.22,35.3,6.4,415,Non-forest,8,15,2.46,0.0857,0.0426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,29,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6,35,3.9,0.121,0.1292,0.0057,-0.8308,-0.2634,NA,NA,NA,NA,NA,NA,NA
194,29,Cai et al. 2012,104.75,35.47,6.4,390.9,Non-forest,6,35,3.9,0.3615,0.3544,0.0605,-0.2086,-0.0167,NA,NA,NA,NA,NA,NA,NA
195,30,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,5,22.7,-0.1957,0.0264,-0.1419,0.0182,-0.0437,NA,NA,NA,NA,NA,NA,NA
196,30,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,15,19.67,-0.1978,0.0088,-0.0641,0.1087,0.2768,NA,NA,NA,NA,NA,NA,NA
197,30,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,25,17.15,-0.1942,0.341,-0.0614,0.3113,0.4934,NA,NA,NA,NA,NA,NA,NA
198,31,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,5,22.7,0.1446,0.0608,-0.034,0.2876,-0.1252,NA,NA,NA,NA,NA,NA,NA
199,31,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,15,19.67,0.1651,0.1209,-0.0145,0.2746,-0.0808,NA,NA,NA,NA,NA,NA,NA
200,31,Zhao et al. 2012,102.73,37.21,-0.1,416,Non-forest,4,25,17.15,0.2348,0.4267,-0.0195,0.5238,0.309,NA,NA,NA,NA,NA,NA,NA
201,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,5,7.33,0.1775,0.0302,-0.0627,NA,-0.3838,NA,NA,NA,NA,NA,NA,NA
202,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,15,8.09,-0.2449,0.1565,-0.111,NA,-0.5981,NA,NA,NA,NA,NA,NA,NA
203,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,25,8.76,-0.4735,-0.2954,-0.0767,NA,-0.6694,NA,NA,NA,NA,NA,NA,NA
204,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,35,8.42,-0.6578,-0.4284,-0.1993,NA,-0.7767,NA,NA,NA,NA,NA,NA,NA
205,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,50,6.85,-0.6844,-0.2598,-0.0523,NA,-0.5367,NA,NA,NA,NA,NA,NA,NA
206,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,70,4.45,-0.6084,-0.113,-0.114,NA,-0.2626,NA,NA,NA,NA,NA,NA,NA
207,32,Li 2009,104.14,35.95,6.7,381.8,Non-forest,21,90,3.09,-0.3209,0,0.0606,NA,0.1253,NA,NA,NA,NA,NA,NA,NA
208,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,NA,10,0.65,0.517,0.5912,-0.3102,0.3182,-0.8625,NA,NA,NA,0.3715,0,0.1063,0.6061
209,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,NA,30,0.78,-0.094,0.5847,-0.1092,0.2648,0.1534,NA,NA,NA,0.4101,-0.1484,-0.1688,0.5754
210,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,NA,50,0.7,0.3765,0.8602,-0.1286,0.2592,0.4063,NA,NA,NA,0.91,-0.1335,0.0867,0.7538
211,33,Liu 2009a,104.54,35.38,6.2,415.2,Forest,NA,10,1.1,-0.2566,-0.3553,-0.5008,-0.3192,-1.6495,NA,NA,NA,-0.137,-0.3321,-0.2045,0.2162
212,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,10,0.65,0.3254,0.0594,-0.1586,0.0598,-0.6616,NA,NA,NA,0.1882,0.0426,0.0711,0.3483
213,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,30,0.78,-0.2458,0.1404,-0.0174,-0.0034,0.131,NA,NA,NA,0.1835,0,0.0835,0.4418
214,34,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,50,0.7,-0.2231,0.087,-0.0351,-0.1301,0.2877,NA,NA,NA,0.1646,-0.0426,0.1116,0.1178
215,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,10,0.65,0.1297,0.3495,-0.5333,0.1603,-1.3172,NA,NA,NA,0.273,0.0834,0.0346,0.6061
216,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,30,0.78,-0.619,0.1522,-0.3716,-0.3262,-0.5933,NA,NA,NA,-0.2162,-0.2318,-0.452,0.1054
217,35,Liu 2009a,104.54,35.38,6.2,415.2,Non-forest,NA,50,0.7,-0.7221,0.1144,-0.2992,-0.228,-0.4239,NA,NA,NA,-0.1594,-0.1335,0.2496,-0.2877
218,36,Su 2007,100.03,39.23,7.6,117,Non-forest,4,2.5,14,0.2678,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,36,Su 2007,100.03,39.23,7.6,117,Non-forest,4,7.5,12.9,0.0818,0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,36,Su 2007,100.03,39.23,7.6,117,Non-forest,4,15,13.3,0.0149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,37,Su 2007,100.05,39.17,7.6,117,Non-forest,4,2.5,9.7,0.1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,37,Su 2007,100.05,39.17,7.6,117,Non-forest,4,7.5,9.4,0.1201,0.0711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,37,Su 2007,100.05,39.17,7.6,117,Non-forest,4,15,9,0.022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,38,Li et al. 2018b,100.12,39.35,7.6,116.8,Forest,36,10,7.5,-0.3857,-0.7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,39,Su 2007,100.13,39.33,7.6,117,Non-forest,4,2.5,4.7,0.3087,0.1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,39,Su 2007,100.13,39.33,7.6,117,Non-forest,4,7.5,4.4,0.1671,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,39,Su 2007,100.13,39.33,7.6,117,Non-forest,4,15,4,0.1178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,40,Li et al. 2018b,100.12,39.35,7.6,116.8,Non-forest,32,10,7.5,-1.4843,-1.2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,41,Su 2007,100.1,39.22,7.6,117,Non-forest,4,2.5,2.6,0.5261,0.4238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,41,Su 2007,100.1,39.22,7.6,117,Non-forest,4,7.5,2,0.1398,0.1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,41,Su 2007,100.1,39.22,7.6,117,Non-forest,4,15,1.7,0.1625,0.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,42,Wu and Zhong 2014,103.95,35.9,4.45,480,Non-forest,1,10,9.75,0.1137,-0.4091,NA,0.1264,-0.4086,-1.1405,-1.0824,-0.467,NA,NA,NA,NA
233,42,Wu and Zhong 2014,103.95,35.9,4.45,480,Non-forest,5,10,9.75,0.4258,-0.2136,NA,0.3089,-0.7473,-0.7668,-0.761,-0.7515,NA,NA,NA,NA
234,42,Wu and Zhong 2014,103.95,35.9,4.45,480,Non-forest,10,10,9.75,0.6413,0.0817,NA,0.6378,-1.5597,-0.6556,-0.6194,-0.9778,NA,NA,NA,NA
235,42,Wu and Zhong 2014,103.95,35.9,4.45,480,Non-forest,30,10,9.75,1.3355,0.5075,NA,1.1991,-2.2998,-0.2607,-0.2362,-0.4814,NA,NA,NA,NA
236,43,Zhang et al. 2014b,99.63,38.83,3,253,Non-forest,8,5,16.76,-0.4889,-0.3928,0.263,0.1949,NA,-0.5605,0.2868,NA,NA,NA,NA,NA
237,43,Zhang et al. 2014b,99.63,38.83,3,253,Non-forest,8,15,16.63,-0.7763,-0.2639,0.2121,0.1462,NA,-0.9704,0.4149,NA,NA,NA,NA,NA
238,43,Zhang et al. 2014b,99.63,38.83,3,253,Non-forest,8,25,18.42,-0.4974,-0.2049,0.343,0.1481,NA,-1.2404,0.3754,NA,NA,NA,NA,NA
239,44,Yuan 2006,107.29,36.56,8.4,500,Forest,6,10,4.64,0.5878,0.7221,NA,0.4356,-0.9366,NA,NA,NA,NA,NA,NA,NA
240,44,Yuan 2006,107.29,36.56,8.4,500,Forest,6,30,3.89,0.4774,0.7673,NA,0.6322,-0.6732,NA,NA,NA,NA,NA,NA,NA
241,45,Chen et al. 2010,102.88,34.92,2,550,Non-forest,10,7.5,20,0.2311,0.2578,NA,NA,NA,0.4396,1.2252,NA,NA,NA,NA,NA
242,46,Ning et al. 2018,102.76,37.28,4.5,450,Forest,18,2.5,2.05,0.4158,0.3514,-0.2412,-0.0248,0.0593,NA,NA,NA,NA,NA,NA,NA
243,46,Ning et al. 2018,102.76,37.28,4.5,450,Forest,18,2.5,2.05,0.0894,0.1466,-0.2412,-0.0639,-0.2487,NA,NA,NA,NA,NA,NA,NA
244,46,Ning et al. 2018,102.76,37.28,4.5,450,Forest,18,2.5,2.05,0.301,0.3137,-0.1542,0.1439,-0.0231,NA,NA,NA,NA,NA,NA,NA
245,47,Deng et al. 2016b,108.73,35.83,10,587,Forest,100,10,10.8,0.89,0.3778,NA,NA,NA,-0.4972,-0.7029,NA,NA,NA,NA,NA
246,48,Deng et al. 2016b,108.73,35.83,10,587,Non-forest,10,10,10.8,0.078,0.0938,NA,NA,NA,-0.9085,-1.2674,NA,NA,NA,NA,NA
247,48,Deng et al. 2016b,108.73,35.83,10,587,Non-forest,30,10,10.8,0.3679,0.2066,NA,NA,NA,-0.6508,-0.8735,NA,NA,NA,NA,NA
248,49,Deng et al. 2016b,108.73,35.83,10,587,Non-forest,60,10,10.8,0.6506,0.3199,NA,NA,NA,-0.6131,-1.4159,NA,NA,NA,NA,NA
249,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,15,5,12.47,0.4922,0.5483,0.1358,NA,-0.0118,NA,NA,NA,NA,NA,NA,NA
250,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,30,5,12.47,0.8276,0.7154,0.0702,NA,-0.1179,NA,NA,NA,NA,NA,NA,NA
251,50,Dang et al. 2018,108.28,35.42,8.3,623.5,Forest,45,5,12.47,1.0022,0.9095,0.0531,NA,-0.3658,NA,NA,NA,NA,NA,NA,NA
252,51,Zhang 2017,103.09,35,2.4,550,Non-forest,1,10,25.94,0.1191,NA,NA,NA,NA,-0.331,NA,NA,NA,NA,NA,NA
253,51,Zhang 2017,103.09,35,2.4,550,Non-forest,15,10,25.94,0.1913,NA,NA,NA,NA,0.3809,NA,NA,NA,NA,NA,NA
254,51,Zhang 2017,103.09,35,2.4,550,Non-forest,17,10,25.94,0.2907,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA
255,51,Zhang 2017,103.09,35,2.4,550,Non-forest,27,10,25.94,0.3603,NA,NA,NA,NA,0.1593,NA,NA,NA,NA,NA,NA
256,52,Lu et al. 2012,107.92,24.83,18.5,1389.1,Non-forest,5,10,11.98,0.5677,0.2678,0.4394,0.8025,1.1087,1.7739,-0.0349,1.0604,0.8534,1.1402,NA,1.3592
257,52,Zeng and Wang 2005,107.95,24.92,18.5,1389,Non-forest,1,10,14.38,-0.0204,0.0441,-0.4144,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,52,Zeng and Wang 2005,107.95,24.92,18.5,1389,Non-forest,2,10,13.34,0.0713,-0.0276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,52,Zeng and Wang 2005,107.95,24.92,18.5,1389,Non-forest,3,10,12.93,0.2132,-0.0328,0.4911,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,52,Zeng and Wang 2005,107.95,24.92,18.5,1389,Non-forest,4,10,12.64,0.3126,0.0322,0.3765,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,53,Wen et al. 2017,108.28,25.14,16.9,1400,Forest,NA,7.5,NA,NA,0.2953,-0.2933,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,53,Yang et al. 2016,107.98,25.15,15,1530,Forest,NA,7.5,20.86,1.1302,1.3699,0.9687,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,53,Hu et al. 2018,107.95,24.9,17,1600,Forest,52,5,18.66,1.2447,1.2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,53,Hu et al. 2018,107.95,24.9,17,1600,Forest,52,15,18.36,0.7825,1.0353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,53,Hu et al. 2018,107.95,24.9,17,1600,Forest,52,25,14.33,0.5714,0.8434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,53,Hu et al. 2018,107.95,24.9,17,1600,Forest,52,40,12.39,0.3686,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,54,Wen et al. 2017,108.28,25.14,16.9,1400,Non-forest,NA,7.5,NA,NA,-0.0332,-0.8389,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,54,Yang et al. 2016,107.98,25.15,15,1530,Non-forest,NA,7.5,20.86,-0.0466,0.0905,0.4676,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,54,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,9,5,18.66,0.2531,0.2826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,54,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,9,15,18.36,-0.0164,-0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,54,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,9,25,14.33,-0.1217,0.3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,54,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,9,40,12.39,-0.1562,0.1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,55,Wen et al. 2017,108.28,25.14,16.9,1400,Non-forest,NA,7.5,NA,NA,0.0973,-0.2381,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,55,Yang et al. 2016,107.98,25.15,15,1530,Non-forest,NA,7.5,20.86,0.7227,0.9569,1.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,55,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,25,5,18.66,0.9115,0.9641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,55,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,25,15,18.36,0.4811,0.6989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,55,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,25,25,14.33,0.2955,0.4999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,55,Hu et al. 2018,107.95,24.9,17,1600,Non-forest,25,40,12.39,0.1245,0.3341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,56,Lu et al. 2012,107.92,24.83,18.5,1389.1,Forest,5,10,11.98,-0.1706,-0.1542,-0.2318,0.3235,0.0702,0.7116,-0.6068,-0.0693,0.7246,0.84,NA,1.5551
280,56,Lu et al. 2012,107.92,24.83,18.5,1389.1,Forest,5,10,11.98,0.7897,0.8046,0.2069,1.1771,-0.283,1.7234,-0.1163,2.2699,1.3545,1,NA,1.7677
281,56,Zeng and Wang 2005,107.95,24.92,18.5,1389,Forest,1,10,14.38,-0.004,0.4424,0.6568,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,56,Zeng and Wang 2005,107.95,24.92,18.5,1389,Forest,2,10,13.34,0.2003,0.4649,1.0136,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,56,Zeng and Wang 2005,107.95,24.92,18.5,1389,Forest,3,10,12.93,0.2866,0.6299,1.2281,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,56,Zeng and Wang 2005,107.95,24.92,18.5,1389,Forest,4,10,12.64,0.3712,0.7379,1.4881,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,56,Li et al. 2018a,107.94,24.91,15,1530,Forest,16,7.5,10.34,0.8041,0.6527,0.3787,NA,NA,0.8031,0.6504,NA,NA,NA,NA,NA
286,57,Lu et al. 2012,107.92,24.83,18.5,1389.1,Non-forest,5,10,11.98,0.3803,0.2678,0.2162,0.7983,0.7764,1.4471,-0.328,0.2896,0.0793,0.2212,NA,0.5959
287,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,1,5,14.64,0.6297,0.6343,0.7094,-0.7993,-0.5826,NA,NA,NA,NA,NA,NA,NA
288,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,1,15,14.31,0.4909,0.4591,0.6847,-0.8489,-0.8084,NA,NA,NA,NA,NA,NA,NA
289,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,1,25,14.62,0.2435,0.527,0.5289,-0.7351,-0.8333,NA,NA,NA,NA,NA,NA,NA
290,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,1,35,10.19,0.5276,0.6374,0.5833,-0.5565,-0.8026,NA,NA,NA,NA,NA,NA,NA
291,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,1,45,8.43,0.6129,0.6798,0.3854,-0.4568,-0.7968,NA,NA,NA,NA,NA,NA,NA
292,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,5,5,14.64,0.2696,0.3432,0.3721,-0.633,-1.229,NA,NA,NA,NA,NA,NA,NA
293,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,5,15,14.31,0.2233,0.2455,0.3567,-0.8832,-1.753,NA,NA,NA,NA,NA,NA,NA
294,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,5,25,14.62,0.1039,0.3638,0.1607,-0.6141,-2.0797,NA,NA,NA,NA,NA,NA,NA
295,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,5,35,10.19,0.4194,0.537,0.1888,-0.6931,-2.0864,NA,NA,NA,NA,NA,NA,NA
296,57,Hu et al. 2016,107.9,24.82,19.9,1389,Non-forest,5,45,8.43,0.5375,0.5952,0.1044,-0.5107,-1.9116,NA,NA,NA,NA,NA,NA,NA
