No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
2459,230,Liu et al. 2018c,108.13,34.82,10.8,605,Forest,25,10,7.22,0.1526,0.2549,0.0984,NA,-1.6619,NA,NA,NA,NA,NA,NA,NA
2460,230,Liu et al. 2018c,108.13,34.82,10.8,605,Forest,23,10,7.22,0.3247,0.3194,-0.1286,NA,-1.7219,NA,NA,NA,NA,NA,NA,NA
2461,230,Liu et al. 2018c,108.13,34.82,10.8,605,Forest,25,10,7.22,0.6543,0.1679,-0.1484,NA,-1.3686,NA,NA,NA,NA,NA,NA,NA
2462,230,Liu et al. 2018c,108.13,34.82,10.8,605,Forest,25,10,7.22,-0.1253,0.451,-0.3716,NA,-1.5884,NA,NA,NA,NA,NA,NA,NA
2463,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,10,5,8.76,0.4921,0.4974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2464,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,20,5,8.76,0.9915,0.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2465,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,30,5,8.76,1.1648,1.0296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2466,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,10,15,8.7,0.0831,0.2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2467,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,20,15,8.7,0.1542,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,230,Zhang et al. 2018f,108.15,34.8,10.8,602,Forest,30,15,8.7,0.2043,0.2446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2469,230,Liu et al. 2018b,108.13,34.82,10.8,605,Forest,5,10,7.22,0.1236,0.1402,-0.0902,NA,-0.5951,NA,NA,NA,NA,NA,NA,NA
2470,230,Liu et al. 2018b,108.13,34.82,10.8,605,Forest,15,10,7.22,0.3514,0.3727,0,NA,-0.7591,NA,NA,NA,NA,NA,NA,NA
2471,230,Liu et al. 2018b,108.13,34.82,10.8,605,Forest,25,10,7.22,0.6651,0.6265,0.1139,NA,-0.8229,NA,NA,NA,NA,NA,NA,NA
2472,230,Liu et al. 2018b,108.13,34.82,10.8,605,Forest,35,10,7.22,0.7755,0.7557,0.1881,NA,-0.9531,NA,NA,NA,NA,NA,NA,NA
2473,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,8,5,6.05,0.0341,0.0663,0.2007,0.0042,0.0689,NA,NA,NA,NA,NA,NA,NA
2474,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,13,5,6.05,0.8733,0.1555,0.3416,0.0215,0.197,NA,NA,NA,NA,NA,NA,NA
2475,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,18,5,6.05,0.9484,0.3813,1.0479,0.0323,0.2731,NA,NA,NA,NA,NA,NA,NA
2476,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,8,5,6.68,0.0173,0.0504,0.121,0.0041,0.0341,NA,NA,NA,NA,NA,NA,NA
2477,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,13,5,6.68,0.8248,0.3381,0.4965,0.0243,0.225,NA,NA,NA,NA,NA,NA,NA
2478,231,Yang et al. 2018b,108.13,34.73,10.8,602,Non-forest,18,5,6.68,0.9076,0.5143,1.1721,0.0451,0.2718,NA,NA,NA,NA,NA,NA,NA
2479,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,10,5,11.02,0.5306,0.5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2480,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,20,5,11.02,0.6335,0.5596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2481,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,30,5,11.02,0.8074,0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,10,15,5.28,0.6709,0.6745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2483,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,20,15,5.28,0.6876,0.6745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484,232,Zhang et al. 2018f,109.14,35.89,9,577,Forest,30,15,5.28,0.7723,0.6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,233,Zhang et al. 2018d,108.53,35.77,7,500,Forest,15,5,12.65,0.4944,0.5661,0.0476,NA,0.5722,0.821,0.7012,0.1447,0.6725,0.2594,0.2189,0.6388
2486,233,Zhang et al. 2018d,108.53,35.77,7,500,Forest,25,5,12.65,0.6696,0.7644,0.0969,NA,0.3834,1.0616,0.9163,0.3318,0.7934,0.0658,0.3344,0.7561
2487,233,Zhang et al. 2018d,108.53,35.77,7,500,Forest,30,5,12.65,0.844,0.9608,0.246,NA,0.5608,1.2759,1.0433,0.4163,0.8957,0.0658,0.3395,0.7713
2488,233,Zhang et al. 2018d,108.53,35.77,7,500,Forest,45,5,12.65,1.055,1.0321,0.1667,NA,0.7606,1.7292,1.5833,0.8589,0.8502,0.2743,0.2016,0.8883
2489,233,Zhang et al. 2018d,108.53,35.77,7,500,Forest,70,5,12.65,1.2854,1.2657,-0.1121,NA,0.7045,1.8788,1.7251,0.9829,0.8929,0.4436,0.4031,1.0226
2490,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,40,5,2.83,1.4756,1.1982,0.3261,NA,NA,1.4238,NA,NA,NA,NA,NA,NA
2491,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,25,5,2.83,1.2854,0.9726,0.2662,NA,NA,1.2498,NA,NA,NA,NA,NA,NA
2492,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,10,5,2.83,0.6881,0.5595,0.1745,NA,NA,0.6515,NA,NA,NA,NA,NA,NA
2493,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,40,5,2.83,1.1252,0.8215,0.2727,NA,NA,1.3366,NA,NA,NA,NA,NA,NA
2494,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,25,5,2.83,0.7082,0.5026,0,NA,NA,0.9285,NA,NA,NA,NA,NA,NA
2495,234,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Forest,10,5,2.83,0.2877,0.2672,0.0416,NA,NA,0.6673,NA,NA,NA,NA,NA,NA
2496,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,40,5,2.83,1.204,0.8072,0.2026,NA,NA,1.1896,NA,NA,NA,NA,NA,NA
2497,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,25,5,2.83,1.0574,0.656,0.1886,NA,NA,0.9834,NA,NA,NA,NA,NA,NA
2498,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,10,5,2.83,0.6624,0.3836,0.153,NA,NA,0.4902,NA,NA,NA,NA,NA,NA
2499,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,40,5,2.83,0.902,0.5686,0.1745,NA,NA,1.006,NA,NA,NA,NA,NA,NA
2500,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,25,5,2.83,0.6089,0.3836,0.1493,NA,NA,0.8222,NA,NA,NA,NA,NA,NA
2501,235,Zhang et al. 2018c,109.66,37.88,8.4,451.6,Non-forest,10,5,2.83,0.2412,0.2547,0.0852,NA,NA,0.4055,NA,NA,NA,NA,NA,NA
2502,236,Cui et al. 2019,108.07,34.3,12.9,735.1,Non-forest,5,10,11.74,-0.579,-0.4986,-0.2908,NA,-1.738,NA,NA,NA,NA,-0.9436,NA,-0.7205
2503,237,Cui et al. 2019,108.07,34.3,12.9,735.1,Forest,15,10,11.74,0.0981,0.6516,-0.4101,NA,-1.049,NA,NA,NA,NA,-0.2428,NA,0.8258
2504,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,10,5,9.05,0.4636,0.3228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2505,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,20,5,9.05,1.0726,0.8715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2506,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,30,5,9.05,1.077,0.9067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2507,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,10,15,8.24,0.0615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2508,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,20,15,8.24,0.2316,0.1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2509,238,Zhang et al. 2018f,107.93,34.56,12.4,600,Forest,30,15,8.24,0.4513,0.3577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,10,5,4.9,0.4461,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,20,5,4.9,0.9477,0.8671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2512,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,30,5,4.9,1.0522,0.9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,10,15,4.13,0.3072,0.3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,20,15,4.13,0.4259,0.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2515,239,Zhang et al. 2018f,109.68,36.61,7,550,Forest,30,15,4.13,0.444,0.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,240,Li and Bu 2018,109.77,38.2,10,412.4,Non-forest,2,10,2.58,-0.6731,-0.1759,-0.0896,-1.0279,-0.6825,NA,NA,NA,NA,0.6412,NA,NA
2517,240,Li and Bu 2018,109.77,38.2,10,412.4,Non-forest,4,10,2.58,-0.4043,-0.3895,-0.0896,-0.7745,-1.3428,NA,NA,NA,NA,1.1085,NA,NA
2518,240,Li and Bu 2018,109.77,38.2,10,412.4,Non-forest,6,10,2.58,-0.278,-0.2985,-0.0588,-0.6796,-1.1844,NA,NA,NA,NA,0.3282,NA,NA
2519,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,13,2.5,0.21,1.0988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,13,7.5,0.18,0.1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,13,15,0.12,0.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,13,30,0.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,24,2.5,0.21,2.0432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,24,7.5,0.18,1.7347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,24,15,0.12,2.1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,24,30,0.09,2.2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,32,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,32,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,32,15,0.12,2.9705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,241,He et al. 2016,109.18,36.65,8.8,513,Non-forest,32,30,0.09,2.2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,6,5,7.52,0.119,0.0749,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,10,5,7.42,0.3376,0.3109,0.0896,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,15,5,6.85,0.4271,0.5164,0.2839,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,6,15,6.29,0.2292,0.0637,0.1737,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,10,15,6.66,0.1174,0.0732,0.1442,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,242,Zhang and Shao 2018,108.1,35.25,9.7,579,Non-forest,15,15,6.4,0.1914,0.1206,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,243,Zhao et al. 2019a,109.17,36.93,8.8,510,Non-forest,20,10,3.19,0.2387,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,243,Zhao et al. 2019a,109.17,36.93,8.8,510,Non-forest,30,10,3.19,0.7773,1.4231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,243,Zhao et al. 2019a,109.17,36.93,8.8,510,Non-forest,40,10,3.19,1.2586,1.6771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,15,5,12.83,0.3369,0.1625,-0.0351,NA,-0.1478,0.4383,0.5512,NA,0.3463,0.0198,0.0198,0.168
2541,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,29,5,12.83,0.4603,0.2348,0.0339,NA,-0.1707,0.6678,1.2272,NA,0.5935,0.392,-0.0943,0.3555
2542,244,Dang 2018,109.92,35.75,8.6,611.8,Forest,55,5,12.83,0.4439,0.1872,-0.0174,NA,-0.2093,0.7655,1.3564,NA,0.6845,0.8755,-0.0834,0.3724
2543,245,Shan et al. 2013,118.21,35.96,11.9,690.9,Non-forest,NA,10,8.68,0.1815,NA,NA,-0.0629,0.0741,NA,NA,NA,NA,NA,NA,NA
2544,246,Shan et al. 2013,118.21,35.96,11.9,690.9,Forest,NA,10,8.68,0.176,NA,NA,-0.0895,-0.1978,NA,NA,NA,NA,NA,NA,NA
2545,247,Yang et al. 2006,116.56,36.93,13.1,582,Non-forest,7,7.5,15.83,0.2914,0.4555,NA,NA,NA,0.1867,NA,NA,NA,NA,NA,NA
2546,248,Zeng et al. 2014,113.6,39.73,8.75,406,Forest,8,5,5.76,0.5984,0.4294,0.1577,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,248,Zeng et al. 2014,113.6,39.73,8.75,406,Forest,8,15,5.45,0.2107,0.2405,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,248,Zeng et al. 2014,113.6,39.73,8.75,406,Forest,8,30,4.8,-0.078,-0.0992,0.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,248,Zeng et al. 2014,113.6,39.73,8.75,406,Forest,8,50,4.15,-0.2811,-0.1321,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,248,Zeng et al. 2014,113.6,39.73,8.75,406,Forest,8,80,3.87,-0.0794,-0.1922,0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,248,Zeng et al. 2014,113.65,39.78,8.75,406,Forest,9,5,5.95,-0.193,-0.1942,-0.0871,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,248,Zeng et al. 2014,113.65,39.78,8.75,406,Forest,9,15,5.65,-0.3988,-0.2975,-0.1121,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,248,Zeng et al. 2014,113.65,39.78,8.75,406,Forest,9,30,4.93,-0.411,-0.4279,-0.0772,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,248,Zeng et al. 2014,113.65,39.78,8.75,406,Forest,9,50,4.38,-0.0936,-0.422,-0.0706,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,248,Zeng et al. 2014,113.65,39.78,8.75,406,Forest,9,80,3.7,-0.0268,-0.1146,-0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,249,Zeng et al. 2014,113.62,40.12,8.75,406,Forest,8,5,10,-0.0999,-0.099,0.0111,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,249,Zeng et al. 2014,113.62,40.12,8.75,406,Forest,8,15,8.43,-0.6218,-0.5574,-0.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,249,Zeng et al. 2014,113.62,40.12,8.75,406,Forest,8,30,4.46,-0.0148,-0.0819,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,249,Zeng et al. 2014,113.62,40.12,8.75,406,Forest,8,50,3.38,0.136,-0.0412,-0.0346,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,249,Zeng et al. 2014,113.62,40.12,8.75,406,Forest,8,80,3.93,-0.078,-0.0372,-0.0296,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,249,Zeng et al. 2014,113.55,40.15,8.75,406,Forest,24,5,4.31,0.4969,0.1618,-0.0315,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,249,Zeng et al. 2014,113.55,40.15,8.75,406,Forest,24,15,3.74,0.4714,0.3305,-0.0809,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,249,Zeng et al. 2014,113.55,40.15,8.75,406,Forest,24,30,4.82,0.0333,-0.1492,-0.0894,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,249,Zeng et al. 2014,113.55,40.15,8.75,406,Forest,24,50,3.91,0.3779,0.0208,-0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,249,Zeng et al. 2014,113.55,40.15,8.75,406,Forest,24,80,4.35,0.0075,-0.0667,-0.0671,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,250,Ding et al. 2014,110.73,36.27,10,575.9,Forest,NA,15,10.7,0.2837,-0.1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,251,Ding et al. 2014,110.73,36.27,10,575.9,Non-forest,NA,15,10.7,-0.1495,-0.5432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,NA,5,11.73,-0.113,-0.1879,-0.6174,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,NA,15,10.3,0.0311,-0.3892,-0.5108,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,251,Tian et al. 2015,110.74,36.27,10.2,522.8,Non-forest,NA,25,9.98,0.062,-0.8958,-0.5281,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,252,Ding et al. 2014,110.73,36.27,10,575.9,Forest,NA,15,10.7,-0.0673,-0.2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,252,Ding et al. 2014,110.73,36.27,10,575.9,Forest,NA,15,10.7,0.3068,-0.2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,252,Ding et al. 2014,110.73,36.27,10,575.9,Forest,NA,15,10.7,0.1738,-0.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,5,11.73,0.6375,-0.1305,-0.2545,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,15,10.3,0.6292,-0.2243,-0.1773,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,25,9.98,0.6177,-0.3424,-0.1823,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,5,11.73,0.7265,-0.0465,-0.3455,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,15,10.3,0.5161,-0.5139,-0.2389,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,25,9.98,0.6446,-0.2624,-0.2296,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,5,11.73,0.1284,-0.6931,-0.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,15,10.3,0.5094,-0.5139,-0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,25,9.98,0.4856,-0.03,-1.0245,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,5,11.73,0.9386,-0.3428,-0.7751,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,15,10.3,0.8622,-0.151,-1.3375,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,252,Tian et al. 2015,110.74,36.27,10.2,522.8,Forest,NA,25,9.98,0.5927,-0.0737,-0.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,253,Wang et al. 2016,112.4,36.63,8.6,662,Non-forest,NA,10,15.05,0.0783,0.5006,0.0341,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,253,Wang et al. 2016,112.4,36.63,8.6,662,Non-forest,NA,30,11.72,-0.0042,0.4603,0.0246,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,253,Wang et al. 2016,112.4,36.63,8.6,662,Non-forest,NA,50,7.89,0.1171,0.1344,0.0158,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,10,6.2,0.3536,0.6901,NA,1.0814,0.0278,NA,NA,NA,NA,NA,NA,NA
2590,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,10,6.2,0.1891,0.6198,NA,0.9359,0.0117,NA,NA,NA,NA,NA,NA,NA
2591,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,10,6.2,0.8803,0.9301,NA,1.1542,0.1318,NA,NA,NA,NA,NA,NA,NA
2592,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,10,6.2,1.2218,1.6393,NA,1.5911,0.2051,NA,NA,NA,NA,NA,NA,NA
2593,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,10,6.2,0.2697,0.7274,NA,1.1134,0.079,NA,NA,NA,NA,NA,NA,NA
2594,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,10,6.2,0.1434,0.5263,NA,0.8916,0.0526,NA,NA,NA,NA,NA,NA,NA
2595,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,10,6.2,0.9405,0.6672,NA,1.2843,0.3442,NA,NA,NA,NA,NA,NA,NA
2596,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,10,6.2,0.1384,0.2989,NA,0.88,0.3051,NA,NA,NA,NA,NA,NA,NA
2597,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,10,6.2,-0.0424,0.1141,NA,0.7609,0.057,NA,NA,NA,NA,NA,NA,NA
2598,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,10,6.2,0.0536,0.3362,NA,0.8142,0.2753,NA,NA,NA,NA,NA,NA,NA
2599,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,10,6.2,0.2294,0.3931,NA,0.9808,0.3034,NA,NA,NA,NA,NA,NA,NA
2600,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,10,6.2,0.0837,0.365,NA,0.9346,0.5683,NA,NA,NA,NA,NA,NA,NA
2601,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,10,6.2,0.0118,0.268,NA,0.8069,0.1562,NA,NA,NA,NA,NA,NA,NA
2602,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,10,6.2,-0.0759,0.1949,NA,0.7995,0.1622,NA,NA,NA,NA,NA,NA,NA
2603,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,10,6.2,0.0529,0.2099,NA,0.8557,0.1531,NA,NA,NA,NA,NA,NA,NA
2604,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,10,6.2,0.1807,0.3376,NA,0.9839,0.2806,NA,NA,NA,NA,NA,NA,NA
2605,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,10,6.2,0.891,0.6351,NA,1.2565,0.1582,NA,NA,NA,NA,NA,NA,NA
2606,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,10,6.2,0.4675,0.5919,NA,1.0035,0.2165,NA,NA,NA,NA,NA,NA,NA
2607,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,30,3.09,0.2015,0.5513,NA,1.1747,0.1546,NA,NA,NA,NA,NA,NA,NA
2608,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,30,3.09,0.1576,0.5724,NA,0.9589,-0.0494,NA,NA,NA,NA,NA,NA,NA
2609,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,30,3.09,0.2155,0.6852,NA,1.0913,0.1379,NA,NA,NA,NA,NA,NA,NA
2610,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,30,3.09,0.4071,0.7333,NA,1.4025,0.3805,NA,NA,NA,NA,NA,NA,NA
2611,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,30,3.09,0.2457,0.5375,NA,1.1525,-0.2223,NA,NA,NA,NA,NA,NA,NA
2612,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,30,3.09,0.0925,0.5783,NA,0.9131,-0.1563,NA,NA,NA,NA,NA,NA,NA
2613,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,30,3.09,0.5447,0.6812,NA,1.1747,0.5406,NA,NA,NA,NA,NA,NA,NA
2614,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,30,3.09,0.0091,0.4997,NA,0.7874,0.041,NA,NA,NA,NA,NA,NA,NA
2615,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,30,3.09,0.0112,0.205,NA,0.7404,-0.3039,NA,NA,NA,NA,NA,NA,NA
2616,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,30,3.09,0.3308,0.5375,NA,0.6671,0.1977,NA,NA,NA,NA,NA,NA,NA
2617,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,30,3.09,0.0433,0.4786,NA,0.8543,0.0032,NA,NA,NA,NA,NA,NA,NA
2618,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,30,3.09,0.3752,0.4932,NA,0.8963,-0.4823,NA,NA,NA,NA,NA,NA,NA
